fecha,id_respuesta,canal,producto,satisfaccion,comentario,tienda,agente
2025-11-24,763,web,Auriculares H7,5,El sonido se corta a veces,,Antonio
2025-12-20,2138,web,Auriculares H7,ocho,  Muy buena atención  ,,Miguel
2025-12-16,174,telefono,Auriculares H7,ocho,Buen rendimiento,Cartagena,Miguel
2025-12-07,2066,telefono,Televisor Z3,1,Buen rendimiento,Murcia,Carmen
2025-11-12,1735,web,Lavadora L2,8,El sonido se corta a veces,,Carmen
2025-11-01,4623,telefono,Smartphone S10,6,"Todo bien, entrega rápida",,Miguel
2025-11-03,4123,web,Lavadora L2,No contesta,,,Antonio
2025-12-22,2512,telefono,Auriculares H7,5,"  Todo bien, entrega rápida  ",,Lucia
2025-11-04,3018,tienda,  Smartphone S10  ,2,La entrega se retrasó,Lorca,Antonio
2025-12-19,2352,web,Aspiradora V8,diez,Muy buena atención,,Miguel
2025-11-14,1776,web,Aspiradora V8,1,Buen rendimiento,,Miguel
2025-12-11,1535,telefono,Lavadora L2,1,El sonido se corta a veces,Murcia,Carmen
xx,839,telefono,Lavadora L2,4,Muy buena atención,Lorca,Antonio
2025-11-14,865,tienda,Lavadora L2,10,El sonido se corta a veces,,Antonio
2025-12-26,3544,web,Auriculares H7,2,La entrega se retrasó,,Miguel
2025-12-01,3643,telefono,Televisor Z3,ocho,El sonido se corta a veces,Murcia,Miguel
2025-12-07,1904,web,Auriculares H7,7,"Todo bien, entrega rápida",,Carmen
2025-11-28,299,tienda,Aspiradora V8,2,  La entrega se retrasó  ,Lorca,Antonio
2025-11-23,372,web,Televisor Z3,7,"  Todo bien, entrega rápida  ",,Miguel
2025-11-19,1900,tienda,Aspiradora V8,6,Podría ser más potente,,Laura
2025-12-30,1294,tienda,Aspiradora V8,4,Amable la atención,Lorca,Lucia
2025-12-25,267,tienda,Aspiradora V8,ocho,La entrega se retrasó,Cartagena,Antonio
2025-11-11,4831,telefono,Aspiradora V8,8,Amable la atención,Cartagena,Miguel
2025-12-19,1785,tienda,Smartphone S10,3,Podría ser más potente,Lorca,Antonio
2025-11-28,1030,web,Portátil X1,3,,,Laura
2025-12-20,520,tienda,Lavadora L2,10,Amable la atención,,Lucia
2025-12-19,2807,telefono,  Portátil X1  ,9,"Todo bien, entrega rápida",Lorca,Laura
2025-12-09,2447,web,Televisor Z3,5,,,Lucia
2025-11-06,2857,telefono,  Aspiradora V8  ,No Sabe,Amable la atención,Cartagena,Antonio
2025-11-10,1915,telefono,Aspiradora V8,8,Muy buena atención,Cartagena,Carmen
2025-12-18,3022,telefono,Lavadora L2,2,  Muy buena atención  ,Lorca,Lucia
2025-12-17,3911,tienda,Lavadora L2,100,,,Carmen
2025-11-03,1610,tienda,Auriculares H7,5,,,Laura
2025-12-10,3030,web,Televisor Z3,2,La entrega se retrasó,,Carmen
2025-12-14,3632,telefono,Auriculares H7,3,El sonido se corta a veces,Lorca,Laura
2025-12-20,396,web,Auriculares H7,nueve,Muy buena atención,,Miguel
2025-11-17,95,tienda,Aspiradora V8,7,Amable la atención,,Antonio
2025-12-08,4297,tienda,Portátil X1,2,Muy buena atención,,Miguel
2025-12-08,3915,web,Lavadora L2,100,  Buen rendimiento  ,,Laura
2025-12-10,1786,tienda,Portátil X1,2,La entrega se retrasó,,Lucia
2025-12-12,1984,tienda,Televisor Z3,10,Muy útil la explicación del técnico,,Carmen
2025-12-16,1937,telefono,Lavadora L2,6,Podría ser más potente,,Miguel
2025-11-15,902,web,Lavadora L2,nueve,La entrega se retrasó,,Laura
2025-11-22,4650,telefono,Televisor Z3,10,"Todo bien, entrega rápida",,Miguel
2025-11-01,3387,telefono,  Aspiradora V8  ,7,Amable la atención,Murcia,Carmen
2025-11-17,2997,telefono,Portátil X1,3,Buen rendimiento,,Carmen
2025-12-04,3401,telefono,Smartphone S10,6,Podría ser más potente,Lorca,Antonio
2025-12-12,4843,tienda,  Portátil X1  ,7,Muy útil la explicación del técnico,Lorca,Lucia
2025-12-14,3352,telefono,Aspiradora V8,2,,,Laura
2025-11-15,4622,tienda,Smartphone S10,9,Amable la atención,Lorca,Laura
2025-11-06,4582,tienda,Auriculares H7,2,Muy buena atención,Cartagena,Laura
2025-11-17,882,telefono,Smartphone S10,3,La entrega se retrasó,,Antonio
2025-12-28,1432,tienda,Auriculares H7,8,La entrega se retrasó,Cartagena,Carmen
2025-11-27,4774,telefono,Auriculares H7,4,Podría ser más potente,,Carmen
2025-00-15,3214,web,  Televisor Z3  ,2,Amable la atención,,Antonio
2025-11-14,4059,tienda,Auriculares H7,3,  Muy útil la explicación del técnico  ,,Antonio
2025-11-26,113,tienda,  Televisor Z3  ,2,El sonido se corta a veces,,Miguel
2025-11-29,2366,web,  Televisor Z3  ,No sabe/No contesta,,,Lucia
2025-12-17,1322,telefono,Lavadora L2,9,Muy buena atención,Cartagena,Antonio
2025-12-01,3498,web,Smartphone S10,9,Buen rendimiento,,Lucia
2025-11-10,2577,web,Auriculares H7,8,Amable la atención,,Antonio
2025-11-07,948,web,Televisor Z3,  NS/NC  ,Buen rendimiento,,Antonio
2025-12-20,4418,web,Lavadora L2,No Sabe,  La entrega se retrasó  ,,Carmen
2025-11-02,1588,tienda,Televisor Z3,3,Muy buena atención,Lorca,Antonio
2025-12-12,1178,telefono,Smartphone S10,7,La entrega se retrasó,Murcia,Laura
2025-12-16,2642,web,Auriculares H7,NA,Muy útil la explicación del técnico,,Lucia
2025-12-03,2139,tienda,Portátil X1,NS/NC,El sonido se corta a veces (act.),,Miguel
2025-12-26,2593,telefono,Lavadora L2,1,El sonido se corta a veces,,Miguel
2025-11-18,631,web,Lavadora L2,  NS/NC  ,"Todo bien, entrega rápida",,Antonio
2025-11-26,4597,tienda,Smartphone S10,6,Buen rendimiento,,Lucia
2025-11-10,3728,tienda,  Lavadora L2  ,4,"Todo bien, entrega rápida",,Antonio
2025-11-09,4764,telefono,Smartphone S10,0,Muy buena atención,Murcia,Laura
2025-12-04,2684,web,Aspiradora V8,No contesta,Muy útil la explicación del técnico,,Miguel
2025-12-19,1615,tienda,Auriculares H7,7,Muy buena atención,Lorca,Laura
2025-12-10,4349,web,Lavadora L2,5,El sonido se corta a veces,,Antonio
2025-11-06,2516,web,Televisor Z3,10,La entrega se retrasó (act.),,Carmen
2025-11-25,2157,telefono,Auriculares H7,3,Podría ser más potente,,Lucia
2025-11-17,1743,telefono,Smartphone S10,10,  Amable la atención  ,,Lucia
2025-11-23,3831,tienda,Lavadora L2,6,"Todo bien, entrega rápida",,Carmen
2025-12-22,3636,web,Aspiradora V8,10,Muy buena atención,,Laura
2025-12-01,1878,web,  Lavadora L2  ,9,Amable la atención,,Miguel
2025-12-09,3700,web,Auriculares H7,11,"Todo bien, entrega rápida",,Antonio
2025-12-22,2090,telefono,Portátil X1,2,,Cartagena,Laura
2025-12-08,4586,web,Smartphone S10,No Sabe,El sonido se corta a veces,,Carmen
2025-11-24,2163,web,Lavadora L2,4,La entrega se retrasó,,Lucia
2025-11-20,3864,telefono,  Smartphone S10  ,4,Buen rendimiento,,Miguel
2025-00-15,1924,web,Aspiradora V8,9,Podría ser más potente,,Laura
2025-11-11,4421,web,  Auriculares H7  ,2,Amable la atención,,Miguel
2025-11-14,288,telefono,Auriculares H7,3,Muy útil la explicación del técnico,Cartagena,Lucia
2025-11-12,3084,tienda,Auriculares H7,nueve,Buen rendimiento,,Laura
2025-11-08,4465,telefono,Aspiradora V8,2,Buen rendimiento,,Antonio
2025-11-23,4877,tienda,Portátil X1,9,Podría ser más potente,,Lucia
2025-11-30,2370,tienda,Aspiradora V8,8,  Buen rendimiento  ,,Laura
2025-12-04,4434,tienda,Lavadora L2,No sabe/No contesta,Buen rendimiento,Cartagena,Lucia
2025-12-21,3384,tienda,Televisor Z3,No Sabe,Podría ser más potente,Cartagena,Antonio
xx,1110,web,Smartphone S10,4,"Todo bien, entrega rápida",,Antonio
2025-11-19,1225,telefono,Auriculares H7,7,  Muy útil la explicación del técnico  ,Cartagena,Laura
2025-11-26,2973,web,  Televisor Z3  ,diez,Muy buena atención,,Carmen
2025-11-16,3520,tienda,Lavadora L2,No contesta,Muy útil la explicación del técnico,Lorca,Miguel
2025-11-05,3678,tienda,  Auriculares H7  ,5,Amable la atención,Lorca,Lucia
2025-12-29,526,telefono,Lavadora L2,2,"  Todo bien, entrega rápida  ",,Lucia
2025-12-08,4919,tienda,Televisor Z3,10,Muy buena atención,,Laura
2025-11-11,4516,web,Auriculares H7,5,Buen rendimiento,,Laura
2025-11-15,3178,telefono,Televisor Z3,ocho,,Cartagena,Lucia
2025-11-30,507,telefono,Auriculares H7,7,Amable la atención,,Miguel
2025-11-21,3025,web,Smartphone S10,0,Muy útil la explicación del técnico (act.),,Carmen
2025-11-19,2063,tienda,Portátil X1,10,Muy buena atención,Lorca,Antonio
2025-12-24,1224,tienda,Auriculares H7,4,Amable la atención,Murcia,Miguel
2025-12-23,2445,web,Auriculares H7,8,"  Todo bien, entrega rápida  ",,Lucia
2025-12-24,4187,tienda,Smartphone S10,100,Podría ser más potente,Lorca,Carmen
2025-11-10,2946,telefono,Auriculares H7,6,  Muy buena atención  ,,Miguel
2025-11-16,1696,tienda,Aspiradora V8,3,"Todo bien, entrega rápida",,Laura
2025-12-10,1450,tienda,Lavadora L2,11,Buen rendimiento,Cartagena,Lucia
2025-11-02,1627,telefono,Televisor Z3,6,Buen rendimiento,Murcia,Laura
2025-12-08,1265,tienda,Televisor Z3,10,"Todo bien, entrega rápida",,Carmen
2025-12-14,4544,web,Auriculares H7,5,  Podría ser más potente  ,,Antonio
2025-12-29,878,web,Portátil X1,1,,,Carmen
2025-12-01,4416,web,Televisor Z3,ns/nc,,,Antonio
2025-12-22,3019,tienda,Smartphone S10,5,Buen rendimiento,Murcia,Miguel
2025-11-01,14,telefono,Auriculares H7,5,,,Antonio
2025-11-17,482,web,Lavadora L2,1,"Todo bien, entrega rápida",,Antonio
2025-11-17,3158,web,Lavadora L2,ns/nc,El sonido se corta a veces,,Miguel
2025-12-01,4317,web,  Portátil X1  ,9,"Todo bien, entrega rápida",,Laura
2025-11-30,3245,web,Portátil X1,7,Muy buena atención,,Lucia
2025-11-01,2425,telefono,Lavadora L2,8,Podría ser más potente,Cartagena,Carmen
2025-11-22,4401,telefono,Auriculares H7,  NS/NC  ,,Murcia,Miguel
2025-12-29,3694,telefono,Smartphone S10,3,La entrega se retrasó,Murcia,Antonio
xx,4718,web,Aspiradora V8,  NS/NC  ,,,Laura
2025-11-11,858,web,Portátil X1,10,  Amable la atención  ,,Miguel
2025-12-24,2552,tienda,Aspiradora V8,7,"Todo bien, entrega rápida",Lorca,Carmen
2025-11-13,47,web,Portátil X1,1,Podría ser más potente,,Lucia
2025-12-27,2315,tienda,Portátil X1,0,El sonido se corta a veces,Murcia,Lucia
2025-12-06,3642,telefono,Aspiradora V8,4,Amable la atención,Cartagena,Lucia
2025-12-16,2386,telefono,Auriculares H7,8,Podría ser más potente,Lorca,Miguel
2025-12-01,900,telefono,Portátil X1,nueve,,Lorca,Lucia
2025-11-28,1023,telefono,Lavadora L2,diez,Amable la atención,,Laura
2025-12-06,233,telefono,Auriculares H7,6,La entrega se retrasó,Murcia,Lucia
2025-00-15,942,tienda,Portátil X1,10,  El sonido se corta a veces  ,,Carmen
2025-12-08,4796,telefono,Lavadora L2,ns/nc,Amable la atención,,Carmen
2025-12-26,4869,tienda,Aspiradora V8,10,El sonido se corta a veces,Cartagena,Miguel
2025-11-08,1756,telefono,Auriculares H7,NS/NC,El sonido se corta a veces (act.),,Carmen
2025/12/40,4329,web,Smartphone S10,7,,,Laura
2025-12-28,3769,web,Smartphone S10,9,"Todo bien, entrega rápida",,Laura
2025-11-27,3116,telefono,Auriculares H7,6,Podría ser más potente,Lorca,Laura
2025-11-30,394,web,Auriculares H7,NS/NC,Amable la atención (act.),,Lucia
2025-12-13,2222,telefono,  Portátil X1  ,5,,Cartagena,Lucia
2025-12-02,1166,telefono,Smartphone S10,10,Buen rendimiento,Cartagena,Lucia
2025-12-18,205,tienda,Portátil X1,nueve,La entrega se retrasó,Cartagena,Antonio
2025-11-17,4223,web,Televisor Z3,5,Muy buena atención,,Lucia
2025-11-27,3905,web,Lavadora L2,8,El sonido se corta a veces,,Lucia
2025-12-12,4571,web,Smartphone S10,5,El sonido se corta a veces,,Lucia
2025-12-01,1163,web,Smartphone S10,0,El sonido se corta a veces,,Carmen
2025-11-29,3893,web,Aspiradora V8,9,Buen rendimiento,,Carmen
2025-11-14,2730,telefono,  Auriculares H7  ,10,"Todo bien, entrega rápida",Murcia,Antonio
2025-12-22,1601,tienda,Auriculares H7,7,"Todo bien, entrega rápida",,Antonio
2025-12-11,87,telefono,Televisor Z3,3,La entrega se retrasó,Cartagena,Laura
2025-12-29,1870,telefono,Aspiradora V8,ocho,La entrega se retrasó,,Laura
2025-12-05,2927,tienda,Lavadora L2,3,  La entrega se retrasó  ,,Miguel
2025-12-19,2208,telefono,Aspiradora V8,7,La entrega se retrasó,Murcia,Miguel
2025-12-04,3416,tienda,  Auriculares H7  ,2,Podría ser más potente,,Lucia
2025-11-01,622,web,Portátil X1,10,La entrega se retrasó,,Lucia
2025-11-22,3616,tienda,Televisor Z3,8,Buen rendimiento,Cartagena,Miguel
2025-12-27,2977,tienda,Portátil X1,6,  Podría ser más potente  ,Lorca,Carmen
2025-11-17,4054,telefono,Portátil X1,10,  Muy útil la explicación del técnico  ,Murcia,Laura
2025-11-05,365,tienda,Televisor Z3,9,Amable la atención,Lorca,Lucia
2025-11-01,3041,web,Lavadora L2,  NS/NC  ,Buen rendimiento,,Lucia
2025-12-22,469,web,  Aspiradora V8  ,11,Muy útil la explicación del técnico (act.),,Miguel
2025-11-22,1293,telefono,Portátil X1,2,  Amable la atención  ,Cartagena,Laura
2025-11-01,3132,telefono,Auriculares H7,10,La entrega se retrasó,Murcia,Carmen
2025-11-24,3097,telefono,Auriculares H7,9,,Murcia,Antonio
2025-12-22,1601,tienda,Auriculares H7,0,"Todo bien, entrega rápida (act.)",,Antonio
2025-11-26,3335,tienda,Aspiradora V8,9,Podría ser más potente,Lorca,Antonio
2025-11-29,1037,web,Televisor Z3,5,"Todo bien, entrega rápida",,Miguel
2025-12-08,4613,tienda,  Smartphone S10  ,6,Buen rendimiento,Murcia,Antonio
2025-11-27,1654,web,Televisor Z3,3,Podría ser más potente,,Antonio
2025-12-29,4631,web,Auriculares H7,10,Muy buena atención,,Laura
2025-00-15,3883,tienda,Aspiradora V8,1,El sonido se corta a veces,,Laura
2025-11-15,3206,tienda,Auriculares H7,1,  La entrega se retrasó  ,,Miguel
2025-11-15,2695,telefono,  Televisor Z3  ,3,Amable la atención,Cartagena,Antonio
2025-11-13,3356,tienda,Portátil X1,2,El sonido se corta a veces,Cartagena,Antonio
2025-12-23,4350,web,Portátil X1,diez,El sonido se corta a veces,,Laura
2025-11-05,221,web,Aspiradora V8,1,  El sonido se corta a veces  ,,Antonio
2025-11-05,2402,tienda,Aspiradora V8,9,  Muy útil la explicación del técnico  ,,Antonio
2025-11-04,4171,telefono,  Auriculares H7  ,8,Amable la atención,,Miguel
2025-11-27,1057,telefono,Smartphone S10,2,,Cartagena,Miguel
2025-11-01,3182,tienda,Televisor Z3,9,Podría ser más potente,,Carmen
2025-12-22,3118,telefono,Lavadora L2,4,Podría ser más potente,Lorca,Miguel
2025-12-10,2008,tienda,  Lavadora L2  ,4,"Todo bien, entrega rápida",,Carmen
2025-11-15,2166,telefono,  Smartphone S10  ,10,La entrega se retrasó,,Miguel
2025-11-23,40,telefono,Aspiradora V8,nueve,,,Laura
2025-12-08,1193,web,Portátil X1,4,La entrega se retrasó,,Miguel
2025-11-23,2963,web,Aspiradora V8,1,Muy buena atención,,Miguel
2025-11-24,3627,telefono,Portátil X1,8,La entrega se retrasó,,Laura
2025-11-24,564,tienda,Lavadora L2,diez,,,Miguel
2025-12-16,3690,telefono,Televisor Z3,6,Amable la atención,Murcia,Antonio
2025-11-10,2539,web,Smartphone S10,7,Muy buena atención,,Miguel
2025-11-09,3744,telefono,Televisor Z3,8,  El sonido se corta a veces  ,Cartagena,Miguel
2025-12-01,3933,web,Auriculares H7,7,Muy buena atención,,Antonio
2025-11-05,3763,web,Auriculares H7,6,"Todo bien, entrega rápida",,Lucia
2025-12-15,523,web,Lavadora L2,8,El sonido se corta a veces,,Laura
2025-11-30,592,telefono,Smartphone S10,10,  Buen rendimiento  ,Murcia,Carmen
2025-12-15,3832,tienda,Televisor Z3,11,Amable la atención,,Laura
2025-12-21,3218,web,Portátil X1,4,  La entrega se retrasó  ,,Carmen
2025-11-17,2226,web,Smartphone S10,2,"Todo bien, entrega rápida",,Miguel
2025-11-08,2260,telefono,Televisor Z3,1,La entrega se retrasó,Cartagena,Lucia
2025-11-29,4047,telefono,Auriculares H7,2,,Cartagena,Antonio
2025-12-11,3067,tienda,Auriculares H7,9,Muy buena atención,Cartagena,Lucia
2025-11-27,4053,telefono,Smartphone S10,10,"Todo bien, entrega rápida",Murcia,Miguel
2025-11-01,3943,telefono,Smartphone S10,0,,,Laura
2025-12-24,2658,tienda,Lavadora L2,8,"  Todo bien, entrega rápida  ",Lorca,Miguel
2025-12-09,3114,web,Auriculares H7,3,El sonido se corta a veces,,Laura
2025-11-24,3400,web,Smartphone S10,8,Muy buena atención,,Antonio
2025-12-03,2527,tienda,Smartphone S10,7,  La entrega se retrasó  ,Murcia,Miguel
2025-13-01,4292,telefono,Aspiradora V8,3,Podría ser más potente,,Lucia
2025-11-26,577,telefono,Smartphone S10,4,Podría ser más potente,Cartagena,Miguel
2025-11-17,1651,telefono,Lavadora L2,10,Amable la atención,Lorca,Lucia
2025-11-12,3923,telefono,Aspiradora V8,5,Amable la atención,Lorca,Miguel
2025-12-11,1961,tienda,Auriculares H7,5,,,Lucia
2025-12-10,4852,tienda,  Portátil X1  ,  NS/NC  ,Podría ser más potente,Cartagena,Lucia
2025-12-13,552,telefono,  Auriculares H7  ,10,,,Lucia
2025-12-06,1636,tienda,Smartphone S10,4,,,Lucia
2025-11-13,1275,telefono,Auriculares H7,10,El sonido se corta a veces,,Carmen
2025-11-01,1817,web,Portátil X1,10,  La entrega se retrasó  ,,Miguel
2025-11-19,756,telefono,Televisor Z3,8,Buen rendimiento,Murcia,Miguel
2025-11-17,3981,telefono,Auriculares H7,No sabe/No contesta,La entrega se retrasó,Lorca,Carmen
2025-12-25,2635,telefono,Televisor Z3,No sabe/No contesta,Muy buena atención,,Laura
2025-12-31,1328,tienda,Televisor Z3,7,Amable la atención,Lorca,Antonio
2025-12-27,640,web,Portátil X1,7,Buen rendimiento,,Lucia
2025-12-18,4408,web,Portátil X1,5,Amable la atención,,Carmen
2025-12-13,44,tienda,Auriculares H7,3,La entrega se retrasó,Murcia,Antonio
2025-12-05,8,telefono,Televisor Z3,3,El sonido se corta a veces,Murcia,Carmen
2025-12-04,481,telefono,Auriculares H7,9,La entrega se retrasó,,Lucia
2025-12-04,4749,web,Aspiradora V8,7,Amable la atención,,Miguel
2025-12-30,472,tienda,Lavadora L2,1,Muy útil la explicación del técnico,,Carmen
2025-12-30,422,telefono,Smartphone S10,9,Amable la atención,,Laura
2025-11-10,3987,tienda,Auriculares H7,10,"Todo bien, entrega rápida",Murcia,Lucia
2025-11-15,3857,web,Lavadora L2,3,El sonido se corta a veces,,Laura
2025-12-03,3733,web,Lavadora L2,5,Muy útil la explicación del técnico,,Lucia
2025-11-06,655,tienda,Portátil X1,10,  Podría ser más potente  ,Cartagena,Antonio
2025-12-28,2954,tienda,Auriculares H7,5,Podría ser más potente,Cartagena,Laura
2025-11-15,3376,web,Televisor Z3,4,La entrega se retrasó,,Carmen
2025-12-21,4633,tienda,Televisor Z3,5,"Todo bien, entrega rápida",,Laura
2025-11-22,3329,telefono,Smartphone S10,9,,Lorca,Antonio
2025-12-01,465,telefono,Portátil X1,9,Buen rendimiento,Murcia,Miguel
2025-12-31,4731,telefono,Portátil X1,8,Muy buena atención,Cartagena,Carmen
2025-11-12,1376,tienda,Televisor Z3,0,Muy útil la explicación del técnico (act.),,Miguel
2025-12-08,1692,telefono,Televisor Z3,2,Podría ser más potente,,Antonio
2025-11-04,1034,tienda,Portátil X1,3,"Todo bien, entrega rápida",Lorca,Antonio
2025-11-28,698,web,Lavadora L2,2,La entrega se retrasó,,Antonio
2025-12-08,2231,web,Televisor Z3,1,  Muy buena atención  ,,Lucia
2025-12-29,1745,tienda,  Auriculares H7  ,11,Podría ser más potente (act.),Murcia,Carmen
2025-11-21,3468,tienda,Aspiradora V8,4,"Todo bien, entrega rápida",,Carmen
2025-11-30,66,telefono,Aspiradora V8,7,Buen rendimiento,,Lucia
2025-12-05,3528,tienda,Smartphone S10,1,,Cartagena,Carmen
2025-11-25,3077,telefono,Smartphone S10,5,"Todo bien, entrega rápida",,Miguel
2025-12-08,2481,tienda,Televisor Z3,2,Muy buena atención,Lorca,Laura
2025-11-21,1433,telefono,Aspiradora V8,4,Podría ser más potente,,Lucia
2025-12-07,3665,tienda,Aspiradora V8,2,Buen rendimiento,,Miguel
2025-11-19,4661,web,Aspiradora V8,1,Muy útil la explicación del técnico,,Carmen
2025-12-15,4222,telefono,Televisor Z3,9,Buen rendimiento,Murcia,Laura
2025-11-17,2093,tienda,Portátil X1,nueve,"Todo bien, entrega rápida",Lorca,Laura
2025-11-02,3236,web,Smartphone S10,2,Amable la atención,,Antonio
2025-11-23,3362,web,Aspiradora V8,10,Muy útil la explicación del técnico,,Carmen
2025-11-11,996,telefono,Portátil X1,2,Podría ser más potente,Cartagena,Laura
2025-11-21,2372,tienda,Lavadora L2,10,Muy buena atención,,Carmen
2025-11-19,4875,telefono,Aspiradora V8,No sabe/No contesta,,Murcia,Laura
2025-11-06,3296,web,Auriculares H7,3,El sonido se corta a veces,,Miguel
2025-12-05,4867,tienda,Televisor Z3,4,La entrega se retrasó,Murcia,Laura
2025-11-18,1781,telefono,Portátil X1,6,Podría ser más potente,Lorca,Laura
2025-12-20,4112,telefono,Smartphone S10,3,La entrega se retrasó,Lorca,Carmen
2025-11-05,2110,tienda,Auriculares H7,9,El sonido se corta a veces,,Lucia
2025-12-31,3080,tienda,  Auriculares H7  ,diez,,,Antonio
2025-11-27,4116,tienda,Televisor Z3,2,Muy buena atención,Cartagena,Laura
2025-11-08,130,tienda,  Smartphone S10  ,2,La entrega se retrasó,Lorca,Antonio
2025-11-22,4735,tienda,Auriculares H7,6,Muy útil la explicación del técnico,Cartagena,Laura
xx,3593,telefono,Auriculares H7,6,Podría ser más potente,Lorca,Lucia
2025-11-20,850,telefono,Televisor Z3,  NS/NC  ,El sonido se corta a veces,,Miguel
2025-11-17,3238,web,Smartphone S10,8,Amable la atención,,Carmen
2025-11-08,3545,tienda,Portátil X1,2,Podría ser más potente,Cartagena,Carmen
2025-11-16,3852,tienda,Auriculares H7,4,Muy útil la explicación del técnico,,Lucia
2025-12-02,3336,tienda,Televisor Z3,0,La entrega se retrasó,,Carmen
2025-12-01,2286,telefono,Lavadora L2,3,Amable la atención,Murcia,Carmen
2025-12-06,4870,web,  Aspiradora V8  ,4,,,Carmen
2025-12-12,3202,tienda,Portátil X1,2,Muy buena atención,,Carmen
2025-12-22,3388,telefono,  Aspiradora V8  ,10,Amable la atención,,Lucia
2025-12-01,78,tienda,Portátil X1,4,La entrega se retrasó,Lorca,Carmen
2025-12-14,4933,telefono,Aspiradora V8,9,,,Carmen
2025-11-15,1923,web,Portátil X1,diez,Muy buena atención,,Antonio
2025-12-18,672,web,Televisor Z3,3,Muy buena atención,,Miguel
2025-12-06,4026,tienda,Smartphone S10,ocho,Amable la atención,,Lucia
2025-11-09,2571,telefono,Televisor Z3,2,Muy útil la explicación del técnico,Lorca,Lucia
2025-12-10,4960,web,Auriculares H7,8,Muy buena atención,,Lucia
2025-12-31,2103,tienda,Aspiradora V8,1,"Todo bien, entrega rápida",Lorca,Antonio
2025-12-05,3617,web,Lavadora L2,10,La entrega se retrasó,,Laura
2025-12-03,4795,tienda,Televisor Z3,3,  Podría ser más potente  ,,Antonio
2025-11-27,3908,web,Smartphone S10,8,El sonido se corta a veces,,Antonio
2025-11-02,4929,web,Smartphone S10,9,"Todo bien, entrega rápida",,Laura
2025-00-15,1482,tienda,Portátil X1,3,  Amable la atención  ,,Lucia
2025-12-26,4304,telefono,Portátil X1,100,,Murcia,Lucia
2025-11-27,383,telefono,  Smartphone S10  ,10,El sonido se corta a veces,,Antonio
2025-12-26,3623,telefono,Televisor Z3,NA,La entrega se retrasó,Cartagena,Lucia
2025-12-25,4551,tienda,Portátil X1,10,El sonido se corta a veces,,Antonio
2025-12-27,4161,telefono,  Portátil X1  ,9,"Todo bien, entrega rápida",,Lucia
2025-12-08,4973,tienda,Portátil X1,2,  Amable la atención  ,,Lucia
2025-11-12,4492,telefono,Aspiradora V8,9,Amable la atención,,Miguel
2025-11-22,559,tienda,Auriculares H7,10,"Todo bien, entrega rápida",,Miguel
2025-12-10,836,tienda,Smartphone S10,8,  El sonido se corta a veces  ,Murcia,Lucia
2025-12-07,30,web,Portátil X1,9,Podría ser más potente,,Antonio
2025-12-26,464,tienda,  Smartphone S10  ,3,,,Lucia
2025-11-05,4462,tienda,Portátil X1,9,Muy buena atención,Cartagena,Miguel
2025-12-07,917,telefono,Smartphone S10,5,Amable la atención,Cartagena,Miguel
2025-12-06,1826,web,Televisor Z3,2,Muy buena atención,,Antonio
2025-11-11,1300,tienda,Lavadora L2,100,  Podría ser más potente  ,,Laura
2025-11-28,3842,tienda,Lavadora L2,No sabe/No contesta,Podría ser más potente,Cartagena,Laura
2025-12-28,3485,tienda,Lavadora L2,6,,,Lucia
2025-11-16,4782,tienda,Televisor Z3,6,  Amable la atención  ,Lorca,Laura
2025-11-19,4118,telefono,  Aspiradora V8  ,3,La entrega se retrasó,,Miguel
2025-12-06,519,web,Smartphone S10,7,  Podría ser más potente  ,,Antonio
2025-12-28,3209,telefono,Portátil X1,2,  Podría ser más potente  ,,Miguel
2025-11-22,3122,telefono,Portátil X1,3,"  Todo bien, entrega rápida  ",,Miguel
2025-11-07,1873,telefono,Portátil X1,6,Muy buena atención,Murcia,Laura
2025-12-04,4240,web,  Televisor Z3  ,5,,,Laura
2025-11-12,596,tienda,  Auriculares H7  ,4,El sonido se corta a veces,,Antonio
2025-11-09,470,telefono,  Aspiradora V8  ,9,  Buen rendimiento  ,Murcia,Carmen
2025-12-20,3332,web,Lavadora L2,5,Muy útil la explicación del técnico,,Laura
2025-11-23,3289,tienda,Portátil X1,1,Muy buena atención,,Laura
2025-11-29,3976,telefono,Auriculares H7,7,El sonido se corta a veces,,Miguel
2025-11-29,2416,tienda,Aspiradora V8,7,,,Carmen
2025-12-03,2294,web,  Televisor Z3  ,1,Muy útil la explicación del técnico,,Lucia
2025-11-06,3133,web,Aspiradora V8,9,,,Antonio
2025-11-03,1555,web,Portátil X1,NA,Amable la atención,,Miguel
2025-11-24,98,tienda,Televisor Z3,4,,Murcia,Antonio
2025-12-08,4399,tienda,Lavadora L2,No sabe/No contesta,La entrega se retrasó,Lorca,Miguel
2025-13-01,4100,telefono,Televisor Z3,3,  Muy buena atención  ,Cartagena,Laura
2025-12-13,2213,telefono,Smartphone S10,ns/nc,Podría ser más potente,Lorca,Lucia
2025-11-28,2430,telefono,Lavadora L2,9,Muy buena atención,,Laura
2025-11-04,2246,web,Aspiradora V8,4,Buen rendimiento,,Carmen
2025-12-27,4025,tienda,Televisor Z3,3,Muy buena atención,,Laura
2025-11-15,2077,telefono,Televisor Z3,6,"Todo bien, entrega rápida",Murcia,Laura
2025-11-24,448,telefono,Lavadora L2,7,Podría ser más potente,Murcia,Antonio
